Topic,Top Terms,AI-related Terms Count
4717,"sixty, jeremi, jeremić, president, assembly, general, at, office, its, as",1
4718,"competitiveness, vantage, gleneagles, trade, divert, utilize, bolster, chains, market, access",1
4731,"expressively, instruction, hampers, designing, determining, setbacks, political, spite, integral, heavy",1
4739,"demand, demanding, demands, instances, wonder, insist, asking, learning, justify, exists",1
4744,"sufficiency, self, food, staple, sufficient, reliant, satisfactory, amounts, mining, reasonable",1
4747,"aggravated, straitened, yearly, inequitable, unfavourable, cycles, inequities, heightened, incidents, unacceptable",1
4762,"malaysia, singapore, thailand, hong, kong, malacca, macao, indonesia, philippines, india",1
4763,"theme, chosen, suggested, cherish, regards, coherent, applaud, turning, general, guide",1
4768,"poland, 8262, accomplis, faits, 1939, poles, frozen, kaczyński, disavowed, polish",1
4777,"organizations, successor, corporations, 51, states, norms, foundation, four, 70, deal",1
4779,"nassir, acclaim, excellency, cordially, congratulate, hereby, mr, reappointment, congratulations, outset",1
4785,"appreciation, secretary, greet, portuguese, invaluable, enduring, stewardship, tenure, language, satisfaction",1
4786,"transformative, implementing, post, 2015, integrated, development, achieving, past, into, ",1
4787,"presidency, session, preside, readiness, assembly, general, president, this, your, at",1
4791,"coordinated, complements, contain, harmonizing, coordination, joint, coordinating, combined, consolidating, involving",1
4792,"congo, belligerents, deployments, persevere, costly, memory, massive, appreciate, courage, failure",1
4794,"reforms, ranil, wickremesinghe, maiden, discipline, protests, broaden, requested, unrest, prolonged",1
4798,"difference, differences, designations, differ, summer, big, huge, different, took, children",1
4799,"reform, interdependent, revitalization, council, 1945, reforming, assembly, organ, restore, security",1
4800,"cluster, munitions, bombs, stockpile, curse, prohibited, stockpiling, banning, retain, appalling",1
4804,"might, right, preferable, makes, wreak, ibid, prevails, considerations, philosophy, ethical",1
4808,"scourge, 6233, lamentably, underresourced, scourges, thailand, goes, hand, resulted, june",1
4818,"unilateral, amenable, unilateralist, arbitrariness, insistence, temptation, whatsoever, partial, reject, smart",1
4820,"expects, respective, two, between, countries, families, within, appropriate, certain, regions",1
4829,"vulnerability, survival, perpetually, mile, survive, extra, sheer, onslaught, natural, damaged",1
4831,"sharing, burden, inherited, adapted, differentiated, assisting, mechanism, provision, carrying, heavy",1
4834,"censorship, media, clampdown, banned, uninhibited, publishing, reprisals, absurdity, outlets, jail",1
4843,"outreach, devoting, parcel, qualitative, via, campaigns, sessions, hemisphere, ranging, harmonious",1
4849,"obsolete, outdated, manifestly, renders, 1995, replaced, justification, regards, ensures, claims",1
4852,"alignments, intertwined, links, widened, linkages, interconnectedness, interdependence, deepened, urging, bonds",1
4854,"sustainably, revitalize, rebuild, recover, resilience, theme, 76th, unga, infringement, covid",1
4863,"arab, resplendence, brainstorm, summit, propagation, jeddah, coordinates, wreaking, notice, league",1
4870,"hew, roadblocks, se, suit, tailored, strengths, difficulty, undeniable, replace, difficult",1
4871,"euro, mediterranean, nurturing, university, space, formation, parliamentary, factor, closer, enhanced",1
4877,"expansion, permanent, expanded, both, non, kiribati, expanding, certainly, include, turn",1
4879,"catalytic, catalyst, catalyse, staves, catalysing, expediting, catalysts, balancing, interesting, lifetime",1
4888,"zealand, australia, japan, singapore, sweden, pakistan, spain, france, philippines, italy",1
4891,"side, swaps, regret, living, peace, deeply, security, capital, join, by",1
4897,"disputes, situations, means, peaceful, breach, adjustment, conformity, refrain, or, strive",1
4898,"operations, 305, lakhdar, fifthly, chaired, conducting, 55, keeping, looking, ideas",1
4903,"pool, pooling, capacities, efficiently, available, abilities, capabilities, combine, utilize, resource",1
4927,"trafficking, organized, crime, transnational, afflict, possession, epidemics, meanwhile, illegal, kinds",1
4928,"collaborating, harmonize, enriched, momentous, studies, confirm, developing, empower, emphasized, significance",1
4932,"fifth, sixty, fifty, presidency, president, assembly, general, at, its, of",1
4933,"blindness, blind, blinds, wilfully, ear, insensitivity, cowardice, wilful, impaired, folly",1
4943,"nightmare, nightmares, engulfing, sleep, haunt, rocket, workable, unthinkable, overwhelmed, pray",1
4952,"innocent, multitudes, loss, needlessly, maimed, colossal, unwarranted, endangering, lives, prey",1
4955,"understandably, helm, quite, general, dangerous, days, period, these, but, at",1
4957,"presidency, election, your, news, occasion, received, general, sixth, fifty, president",1
4961,"civilian, corps, postconf, airplane, simultaneous, capabilities, components, component, intends, staff",1
4963,"kiribati, kv20, healthier, tarawa, sanitation, wealthier, atolls, kiribativision, legacies, banaba",1
4964,"deal, exhortations, entailing, compact, wholeheartedly, anchored, advocated, engagement, new, experiences",1
4965,"property, properties, oftentimes, lease, defies, useless, residential, discourage, disagreement, entail",1
4966,"peacebuilding, fund, surpassed, flexible, gain, supporting, consolidation, foster, secretariat, 40",1
4967,"victims, lamented, devolved, 71, patrons, fomented, machine, presentation, acquiring, feeding",1
4976,"rank, deem, judge, gaining, surely, preparing, undoubtedly, launch, work, perhaps",1
4981,"plea, plead, pleaded, furtherance, surprised, vain, reconsider, agents, privileged, hear",1
4991,"building, blocks, combine, prerequisites, sustaining, forever, state, affirm, entered, fields",1
4997,"creditors, regularized, repaid, extensions, debtors, disregarding, inertia, sink, encounter, fruits",1
5003,"emirates, uae, arab, overtaking, probe, contented, younger, anticipating, mars, beacon",1
5004,"aspirations, satisfying, legitimate, developing, account, survival, expressed, meet, addressed, deep",1
5008,"washington, york, attacks, city, attack, commemorated, havoc, took, vicious, claimed",1
5012,"residents, citizens, deserving, builds, opportunities, incorporate, fill, empower, benefit, exists",1
5013,"sir, election, your, you, president, preside, general, as, on, over",1
5014,"rehabilitation, afghanistan, engineering, afghan, kabul, denial, deliberate, engaging, participated, reconstruction",1
5020,"barbados, bridgetown, programme, action, sustainable, exchange, resource, efficiency, met, proposed",1
5031,"befall, underpins, esteemed, disappointed, organization, spirit, express, our, let, me",1
5034,"initiative, modality, elaborating, logical, proclaimed, joins, 2007, count, similar, timely",1
5038,"seventh, sixty, eighth, esteem, president, demonstrates, assembly, general, at, its",1
5043,"bishkek, kyrgyzstan, capital, headquarters, mountain, kyrgyz, osce, push, wake, requirements",1
5044,"multidimensional, integrated, integrating, coherent, multifaceted, dimensions, deployment, participating, presence, contribution",1
5050,"improving, energizing, lives, improve, dual, improvement, improvements, countless, billions, attain",1
5055,"authoritative, black, virtuous, regional, celac, multitude, circle, prominent, neighbourhood, chairman",1
5057,"safeguards, atomic, agency, energy, iaea, regime, system, international, comprehensive, agreement",1
5058,"lazier, bad, differentiate, reasoning, good, intelligent, commonly, comfort, settled, determining",1
5070,"representatives, representativeness, represented, broadly, representative, virtually, fit, peoples, whom, governments",1
5071,"doubt, no, there, brings, finally, aware, nations, united, fact, remains",1
5073,"lip, service, smiling, paid, hurts, breath, paying, break, boost, patterns",1
5076,"signal, signals, send, sent, awaited, knowing, sending, wanted, nonetheless, chosen",1
5078,"sufficiency, philosophy, propel, majesty, economy, irrespective, appear, moderation, self, gained",1
5080,"solicitude, solidify, resolve, resolving, show, contain, try, community, involvement, guide",1
5087,"conventional, traded, machine, dual, trade, monopoly, firearms, books, recovered, weapons",1
5089,"initiatives, turkmen, approval, entities, unanimous, undertaken, readiness, claim, received, expect",1
5098,"contaminated, contamination, needles, contaminate, hyper, uxo, containing, geared, watershed, someone",1
5102,"centred, rounded, staying, aligning, underlined, pro, fruits, moderation, happiness, sustain",1
5105,"dignity, focuses, ends, despair, overcoming, prosperity, brings, person, until, rest",1
5107,"obvious, stating, glaringly, explanation, confirmation, contend, painfully, quite, choice, absolutely",1
5113,"lines, dividing, impregnable, line, obliterate, separates, straight, separated, opinions, red",1
5116,"partisan, judgmental, interests, exacerbation, precedence, partial, impartial, prevailed, isolated, easily",1
5117,"touch, briefly, touched, ly, detail, trapped, brief, chose, upon, obviously",1
5125,"concrete, steps, manpads, swift, translated, direction, falling, announce, enforcement, attainment",1
5132,"unwieldy, bogged, confluence, demanding, recurring, agenda, contains, intensive, reaffirming, realizing",1
5139,"eritrea, ethiopia, liberia, ivoire, côte, leone, haiti, sierra, burundi, sudan",1
5140,"engagement, description, costly, type, rest, focusing, claim, stronger, rather, needed",1
5145,"club, clubs, exclusive, privileged, experimental, unspoken, converted, adhered, schemes, model",1
5147,"newest, welcoming, praiseworthy, welcome, wholeheartedly, member, universality, friendship, welcomed, shall",1
5153,"millennium, goals, attaining, outlined, commitment, commitments, known, development, achieving, agenda",1
5155,"unresolved, distraction, remained, insurmountable, unnecessary, nearly, widening, backdrop, precisely, decades",1
5163,"kofi, annan, congratulations, congratulate, secretary, jointly, general, re, mr, go",1
5166,"happen, never, again, surprising, opposite, happens, subsequent, occur, anywhere, likely",1
5169,"treaties, byproducts, multilateral, timeline, guarantors, governs, universalization, details, regulating, text",1
5174,"brahimi, ambassador, francesc, mahiga, vendrell, museveni, successor, headed, chaired, presided",1
5180,"disease, diseases, endemic, correlation, deadly, backs, object, minute, claiming, strikes",1
5181,"thanks, acknowledge, special, express, opportunity, convey, me, take, wish, let",1
5185,"restored, democracies, strove, 2003, approved, pledged, highlight, principal, held, 18",1
5195,"contract, sustains, contracts, substance, supporters, social, underlying, allows, oriented, consistent",1
5198,"democratization, democratize, revamped, democratized, democratizing, modernize, restructuring, fulfilled, organization, guarantees",1
5202,"icpd, aibak, population, conferences, conference, dynamics, 1994, populations, 31, spite",1
5210,"complete, reform, occur, aspect, proposals, nor, no, finally, report, aimed",1
5214,"succeeding, save, realising, climb, generations, saving, repetition, expectancy, preceded, sorrow",1
5216,"cardinal, apportioning, cite, separation, text, offering, lofty, break, inspired, raised",1
5221,"stockpiling, chemical, stockpiles, stockpile, weapons, production, industries, use, biological, protecting",1
5222,"spillover, spill, spillovers, spills, spilling, terrain, neighbouring, effect, profoundly, adjustment",1
5225,"sixth, presidency, fifty, sixty, assembly, general, at, its, of, the",1
5229,"eradication, poverty, sustainable, promotion, development, through, support, and, from, have",1
5232,"degradation, shortened, winters, environmental, rivers, ecosystem, unsustainable, deterioration, undermined, pose",1
5233,"transformative, implementing, post, 2015, on, assembly, general, and, development, for",1
5236,"plurinational, modes, harmonization, explore, model, meaning, conducive, consolidation, enabling, structure",1
5237,"cuba, opportunistically, revolutionary, cuban, impair, harming, merciless, escalated, designation, object",1
5245,"agriculture, agricultural, organization, agency, establishment, united, nations, areas, health, african",1
5246,"cica, confidence, asia, building, measures, shanghai, subsequent, interaction, striving, bangladesh",1
5256,"honored, honour, privilege, virtually, honor, chancellor, occasion, academia, 76th, albeit",1
5260,"endurance, pioneers, hfcs, welcome, decision, certainty, american, door, beliefs, businesses",1
5264,"treaty, parties, reinvigorated, scrutiny, conference, procedures, provisions, deliver, bodies, establishing",1
5269,"manifestly, unwilling, strain, tackled, individually, problems, cope, surely, afford, alone",1
5270,"creatures, beings, birds, organisms, socialism, beautiful, obama, specialized, participating, appreciate",1
5276,"tribute, uniformed, pay, celebrates, paid, remiss, principality, simultaneously, red, monaco",1
5282,"urgent, tokelau, ordered, anguish, servants, pain, necessity, risks, urgently, response",1
5285,"doctrines, apologize, doctrine, zaidi, hunts, witch, fundamentalist, settings, prevalent, proclamation",1
5287,"chechnya, chechen, dagestan, dagestanis, ingushetia, boomeranged, ingush, chechens, tatarstan, fueling",1
5302,"justice, descent, assets, useful, recognition, element, hand, tasks, idea, respected",1
5303,"arms, profits, runaway, industry, sales, buying, vitally, grants, uncontrolled, fuels",1
5306,"condemn, condemned, awful, odious, disdain, ventures, heinous, prosecuted, bolstered, condemnation",1
5307,"standby, arrangements, arrangement, previously, approved, entered, joining, system, visit, thailand",1
5310,"sector, service, inordinate, subjected, services, scrutiny, regulatory, flexibility, mainly, favourable",1
5311,"vulnerability, outweighs, warrants, criterion, associated, structural, economic, burden, sustainability, greatest",1
5317,"ki, moon, ban, congratulate, congratulations, secretary, warmly, mr, general, his",1
5326,"markets, illiquid, undeveloped, tenuous, chasm, quantum, assets, purchasing, financial, street",1
5331,"intelligence, blades, agency, isi, services, firearms, investigations, drew, agencies, customs",1
5332,"worrisome, tenacity, radically, leads, evolved, fuelled, visible, shows, aspects, instead",1
5333,"generous, financial, couple, easier, substantial, mothers, benefited, extending, involve, receive",1
5339,"maintenance, peace, leading, security, international, africa, and, of, with, to",1
5342,"accountable, uplifting, servants, disadvantaged, politicians, accountability, officials, holds, pledged, governments",1
5350,"pack, whenever, stressing, britain, finds, feels, suggest, location, travel, notwithstanding",1
5352,"chart, charting, course, instructors, charts, courses, navigate, drawing, steady, organize",1
5356,"ordering, premium, condone, orders, sorts, details, order, giving, placed, brought",1
5360,"stagnation, stagnating, strangulation, extricate, sterile, contraction, unjustifiable, generates, falling, recession",1
5361,"rehabilitation, infrastructure, rehabilitated, repairing, clearing, rehabilitating, reconstruct, replacing, inflict, infrastructures",1
5362,"entitled, spouses, answerable, inquire, reciprocal, duly, proclaimed, ensures, answers, article",1
5368,"partners, corporation, brics, andean, couple, officially, multipolar, learning, entities, opened",1
5370,"tuberculosis, malaria, fund, aids, replenishment, lyon, curing, fight, donate, sent",1
5373,"rio, enunciates, asunci, contadora, group, mercosur, britain, sit, 1992, understood",1
5380,"success, praise, every, undertaking, your, endeavours, gives, you, advance, assure",1
5387,"cooperate, cooperates, urged, ease, cooperating, intelligence, starting, collaboration, community, sharing",1
5388,"court, european, visa, judgement, ruling, pays, entails, liberalization, rights, eu",1
5399,"preside, fifty, ninth, seventh, sixty, eighth, over, presiding, session, general",1
5404,"parameters, defining, word, application, accordingly, designed, guide, enjoy, aim, implemented",1
5405,"election, president, his, reflects, assembly, general, at, its, as, session",1
5408,"panel, threats, high, level, report, findings, await, establishing, deliberations, recommendations",1
5419,"bloody, whirlwind, reaped, contrived, conflagration, abundantly, engulfed, invariably, struggled, acceleration",1
5422,"mikhail, preamble, article, gorbachev, victor, charter, reconfirm, scandal, sacrosanct, spark",1
5424,"normative, grasp, utilize, full, impressive, fullest, strict, application, task, fail",1
5425,"dependence, dependency, dependent, starts, perpetuate, feature, mutual, prominent, deepen, degree",1
5427,"election, your, president, assembly, general, at, presidency, as, of, the",1
5430,"allay, energy, coin, inequity, negatively, surrounding, showing, types, component, spoken",1
5438,"renew, amos, proclaiming, renewal, renewed, commitment, preparedness, resume, trend, keeping",1
5440,"smartest, slowdown, populism, understatement, bipolarity, shades, redesigning, etc, elephants, contagion",1
5442,"mission, assistance, regional, deepen, prove, restored, network, gone, endorsed, subregional",1
5451,"sustained, appreciating, perfected, intensive, exceeded, republican, expected, emphasize, holds, continuous",1
5456,"him, sixty, flying, wish, seventh, third, hours, session, fifty, speech",1
5462,"commission, irreparably, advisory, participants, aspects, task, body, remain, other, but",1
5465,"presidency, election, your, general, post, president, to, of, the, ",1
5468,"grenadines, vincent, saint, st, smallest, a3, caricom, exceptionalism, seminar, exingencies",1
5469,"decision, bodies, making, body, guarantor, obviously, easily, procedures, serves, organs",1
5475,"ideas, interesting, discredit, idea, connect, caught, discussed, billions, painful, worth",1
5476,"turkmenistan, methane, ashgabat, infusions, bonn, formulates, borderline, compatibility, pledge, substantively",1
5477,"pressure, exerted, exert, pressures, intense, intensify, put, bear, community, maintain",1
5479,"opinion, matrices, public, manipulate, percent, unparalleled, manipulation, determining, fortunately, comprehensively",1
5496,"counterproductive, extraordinarily, unintended, inconsistent, running, rightful, unfair, severely, proved, evident",1
5497,"transformative, craft, agenda, agendas, ownership, noted, associated, happen, pledge, realization",1
5502,"maliki, representative, iraq, employees, senior, chaired, summer, baghdad, appointment, staff",1
5508,"humanitarianism, disdain, standards, humanitarian, norms, expanding, undertake, pressure, unacceptable, aspects",1
5510,"friendship, independence, clarifies, striving, peacefully, ideas, ideals, exercise, maintain, principles",1
5522,"treatment, medication, inflammation, expensive, therapies, affordable, prohibitive, therapy, medicine, lower",1
5523,"nursultan, nazarbayev, nazarbaev, kazakhstan, aitimova, 1992, decree, mrs, forty, observed",1
5526,"null, void, contradict, facts, 1971, entail, whatsoever, golan, legal, effect",1
5534,"alert, responsibility, bears, primary, responsibly, mainly, duties, council, huge, assume",1
5538,"sixtieth, presidency, assembly, president, general, at, its, of, the, ",1
5541,"convention, framework, held, scheduled, assisting, change, climate, commit, greenhouse, gas",1
5543,"understanding, explanations, explain, understood, everything, not, , , , ",1
5547,"alleviation, pap, rejoined, programmes, stimulating, certainty, stimulus, neglect, poverty, reduction",1
5552,"malta, digitalize, 9260, tabone, sourcing, habitat, bridging, induced, abatement, desalination",1
5554,"monusco, withdrawal, congo, phased, du, reassessment, ambiguity, brigade, 648, 2277",1
5560,"relocation, relocate, relocating, discouraging, option, sceptics, examining, referral, incentive, hospital",1
5561,"governance, reveal, varied, data, capabilities, good, quality, above, areas, security",1
5564,"balanced, denounced, balance, attaining, struck, relating, equity, strive, direction, partner",1
5565,"abolition, total, strengthens, hour, pending, indifference, fourthly, trend, advocate, campaign",1
5567,"antónio, guterres, antonio, effectivelyattain, repositioning, appointment, reforming, rationalization, solidify, neediest",1
5569,"millennium, paper, goals, remain, left, line, firmly, disasters, development, after",1
5575,"generously, assistance, assisting, sister, extended, robust, community, relief, provide, provides",1
5576,"hatred, hateful, sibilating, incitement, hate, inflame, contradict, violence, escalate, speech",1
5580,"combat, prevent, programme, action, killing, eliminate, eradicate, unilateral, aids, activities",1
5583,"aids, hiv, breath, globally, pleasure, 25, death, control, water, living",1
5584,"ilo, labour, redistributing, remit, unpaid, 189, indicates, perform, workers, undp",1
5591,"governance, sustainable, matters, namely, growth, good, economies, path, strengthening, development",1
5594,"september, attacks, innumerable, terrorist, attack, escaped, victimized, qaida, ten, similar",1
5595,"referendum, southern, sudan, supervised, observing, schedule, imminent, appears, early, structure",1
5597,"inextricably, aspire, hand, exist, elements, linked, little, certainly, rights, human",1
5601,"revitalized, revitalize, raises, revitalization, voices, measure, reform, renew, assume, assembly",1
5608,"excellencies, gentlemen, ladies, mr, president, excellency, your, secretary, general, and",1
5618,"chirac, jacques, joaquim, alberto, chissano, ignacio, gaston, inácio, luiz, compatriot",1
5621,"freedom, masses, denying, frequently, entails, widely, ensured, enjoyed, sacrifice, promise",1
5626,"sixtieth, fruition, regular, landmark, session, occasion, general, confident, during, confidence",1
5627,"concluded, allegedly, check, preliminary, determining, written, revealed, preparation, perfect, outlined",1
5628,"memory, tribute, paying, homage, pay, memories, vain, honour, respectful, joins",1
5631,"individual, étre, clinton, raison, book, bill, directed, accomplished, reference, felt",1
5632,"pathway, samoa, solidly, modalities, ambiguity, crafted, paths, incorporated, surrounding, reiterated",1
5637,"employment, dropouts, miserable, wages, jobs, paid, job, dealing, show, doing",1
5640,"worldís, 43, registered, goals, attained, sub, aspire, asked, outcomes, core",1
5641,"1922, 1921, washington, convene, oic, conference, undertook, revive, importantly, chair",1
5645,"transition, transitioning, democracy, simultaneous, proceeding, transitions, street, toward, fledged, civilized",1
5646,"light, arms, proliferation, weapons, fuelled, small, almost, continue, community, economic",1
5649,"sixteenth, hub, sought, court, assembly, matters, achievements, although, legitimacy, general",1
5655,"compliance, comply, ruling, entails, withdraw, guaranteeing, law, activity, according, practices",1
5658,"monaco, principality, compared, breathelife, cbd, biodiversity, anthropocene, neutrality, 2050, regenerating",1
5665,"budget, budgeting, expenditures, contractors, unmovic, regular, budgetary, coherence, functioning, organization",1
5667,"bloody, organizers, marred, ravaging, clashes, senseless, wounds, appear, inflicted, identify",1
5674,"collective, unjustifiable, concentration, code, definition, maintained, highlighted, element, possibility, functioning",1
5675,"redress, technically, redressing, novel, glaring, unilaterally, wrong, sincerely, answer, immediately",1
5681,"mall, westgate, nairobi, shopping, busy, plunged, attack, incident, shabaab, wounded",1
5682,"eradication, furthering, encompasses, conducive, rural, alternative, sustainable, agriculture, centre, promotion",1
5683,"kivu, provinces, fdlr, province, north, posts, got, mountains, command, summer",1
5684,"armenia, genocides, benefactors, participates, clearance, mali, lebanon, prevention, operations, regaining",1
5685,"ftaa, negotiations, negotiators, trade, organization, round, bear, takes, conclude, july",1
5686,"packaged, responsible, remainder, interested, responsibility, try, heavy, talk, assume, going",1
5687,"science, enviable, technological, scientific, economics, industry, economy, research, record, carried",1
5688,"malawi, zambia, cancel, ministry, promissory, debts, green, imminently, proofing, scorching",1
5692,"active, inactive, unmiss, suppressing, devoting, exploring, went, correct, maintained, scope",1
5693,"kuwait, continuity, sabah, selectivity, partiality, scalable, jaber, candidature, chronic, ahmad",1
5703,"practitioners, primordial, binds, plea, trained, heed, devote, study, aside, try",1
5704,"academy, tech, park, governance, estonian, complements, electronic, advice, estonia, offices",1
5707,"remarked, requesting, deploying, wrote, route, chaired, himself, secretary, august, coordinate",1
5713,"turkey, arabia, spain, brazil, indonesia, russia, removed, egypt, france, absolutely",1
5714,"explorers, columbus, christopher, circumnavigated, magellan, conquistadors, sailed, lawrence, expedition, 1492",1
5722,"committee, pursuant, advise, deserving, established, monitor, 90, chair, council, standing",1
5723,"orders, moribund, attuned, tenuous, vestiges, notion, disseminate, ensuing, features, acknowledges",1
5735,"blair, tony, thatcher, margaret, minister, prime, british, ceased, indicated, reported",1
5738,"appeal, generalís, appealing, answered, deciding, heed, successive, secretary, appeals, seeking",1
5743,"sacred, sacredness, worthier, conserving, blessing, vain, species, waters, entrusted, life",1
5746,"laos, myanmar, thailand, cambodia, ministers, viet, darussalam, nam, suppress, asean",1
5758,"impair, freedom, rewards, automatically, impediment, reap, commerce, engine, privileged, recession",1
5761,"crises, spawned, fester, healing, spiral, deliberately, wounds, deeper, gradually, boundaries",1
5766,"spectre, banish, armageddon, faded, clash, remove, harm, aspire, uncertainty, enabled",1
5767,"necessities, supplies, medicine, shelves, basics, cetera, medical, nutritional, elementary, et",1
5771,"nineteenth, 1818, 1850, century, acquired, formulated, visionary, belongs, midst, ordinary",1
5779,"lucia, saint, lacking, smallest, hemisphere, island, closing, small, size, developing",1
5786,"veracity, enactment, reform, items, item, agenda, holistic, agendas, accelerated, remaining",1
5788,"haiti, stabilization, 2350, inclinations, mission, contingents, ranking, stories, hoc, ad",1
5793,"anxiously, eighty, periods, achievements, statistics, waiting, expense, proof, greatest, extraordinary",1
5794,"khalifa, bahrain, issa, isa, al, rashed, bin, emir, sisterly, king",1
5800,"deviate, viability, figures, threaten, harmful, managing, livelihoods, sustainable, threat, pillars",1
5804,"partnered, sustains, partnering, peril, partnership, open, encourages, launching, partnerships, conservation",1
5808,"parliamentary, viewpoints, diligent, influential, compromises, democracy, sad, learning, exemplary, introduced",1
5810,"noble, entrusted, organization, realization, institution, continuing, purposes, principles, reaffirm, play",1
5813,"informal, draft, climate, change, calling, certainly, assembly, form, resolution, aware",1
5816,"integrity, convinced, realization, interference, viable, chemical, comes, party, recognition, primary",1
5817,"defender, faithfully, respected, guarantor, guaranteeing, ideal, comply, respect, unity, spirit",1
5824,"interdependence, inequities, deepening, described, pace, growing, rapid, aspects, worldwide, inter",1
5826,"provisional, auto, abolishment, reviewing, 59, intended, works, entry, rates, pursuing",1
5831,"orientation, oriented, occident, orient, envisages, tendency, flexibility, guarantees, sides, deeply",1
5833,"fourth, remiss, seize, session, extent, greatly, convey, failed, contributed, previous",1
5837,"taiwan, fill, comprehensively, occasions, gaps, noted, panama, venezuela, previous, deal",1
5842,"come, certain, go, yet, become, those, to, for, , ",1
5843,"kong, hong, ministerial, director, december, crossroads, drawing, raised, near, later",1
5844,"governmental, civil, organizations, society, scholars, non, proper, actors, voice, societies",1
5848,"civilian, management, finnish, perpetuate, aspects, entails, crisis, capability, osce, military",1
5853,"hopeful, administering, fronts, empower, hope, leadership, vein, sides, leaders, realize",1
5854,"information, unrestricted, jurisdictions, block, unequal, secret, enacted, access, allows, networks",1
5858,"ncds, communicable, diseases, lifestyle, suggests, updated, non, disabilities, claim, posed",1
5860,"conference, sustainable, 2012, june, at, taken, united, nations, on, by",1
5864,"compact, iraq, vehicle, sponsored, iraqi, allows, speed, aims, adoption, provides",1
5865,"euro, atlantic, structures, trans, slovakia, european, striving, bulgaria, thirdly, space",1
5867,"touchstone, spoken, underscore, strengthen, collective, structural, certainly, search, successfully, re",1
5869,"immunization, vaccines, vaccinated, rifle, inexpensive, container, rollout, alliance, vaccination, 90",1
5871,"standards, spins, clutter, misconceptions, basics, tightening, poison, european, adjustments, bigger",1
5873,"sixth, sixty, fifty, president, assembly, general, at, its, as, of",1
5884,"mdgs, mdg, zambia, malawi, uganda, indicates, definitely, attaining, aspect, regarding",1
5888,"avail, myself, opportunity, advantage, like, presence, wish, would, this, here",1
5892,"asia, elaborate, visited, moved, involves, later, deeply, recently, partners, south",1
5893,"asean, chairship, centrality, lao, southeast, idealist, 2025, indo, external, association",1
5894,"dams, dam, earthen, dahla, khandaji, construction, megawatt, 127, cleanest, reservoirs",1
5903,"grenada, smart, overhang, tying, geared, lamented, petite, carriacou, circle, immediacy",1
5905,"stabilization, haiti, mission, mostly, helping, looks, foster, represents, restore, recovery",1
5907,"intolerance, frustrations, initially, nurturing, breeding, inside, province, grounds, violence, generate",1
5913,"center, extremism, 110, counseling, naif, etidal, radicalization, solidification, worshipping, extremist",1
5918,"consumption, patterns, modes, habits, investing, production, grown, billions, tackling, sustainable",1
5924,"ignacio, equity, entrench, searching, justice, democracy, dictatorship, democratically, fairness, structure",1
5927,"appreciation, admiration, appreciates, officials, interim, battle, deep, goes, express, profound",1
5931,"gloomy, gloom, glee, beclouded, unalloyed, foreshadowing, variously, mix, background, phoenix",1
5939,"maori, reo, aotearoa, te, zealand, language, whenua, tangata, greet, indigenous",1
5943,"servants, servant, stint, civil, acclaimed, contract, competitive, sole, officials, specifically",1
5948,"conference, attended, controls, department, preparations, personally, netherlands, organize, begun, auspices",1
5949,"racism, racial, discrimination, applauded, conference, presents, 2001, against, held, therefore",1
5952,"personalities, eminent, panel, charged, examine, explore, entrusted, distinguished, high, thailand",1
5953,"chicanery, growth, societal, described, steady, advance, social, condition, advances, attain",1
5958,"religions, values, beliefs, religious, alien, distorted, fifthly, proclaim, privileges, customs",1
5967,"underpinnings, mediators, rule, law, adherence, dimension, element, integral, respecting, sustainable",1
5969,"household, households, cool, earn, incomes, introduction, empowered, compounded, macroeconomic, translate",1
5972,"industrial, published, bank, undertaken, culture, organization, upon, promote, development, nations",1
5978,"declaration, millennium, commitments, promises, promised, emphasized, contained, line, made, set",1
5986,"1884, berlin, 1955, carved, split, jubilee, golden, conference, organizing, african",1
5987,"expenditures, expenditure, denigrating, discrediting, allocates, subversion, spending, marketing, combines, confusion",1
5990,"multipolar, treat, respect, gained, rely, sometimes, mutual, guided, neither, among",1
5991,"complying, comply, complied, thirdly, strictly, observe, provisions, affirm, obligations, compliance",1
5997,"firstly, health, overwhelm, reorganize, detect, revise, upgrading, utilizing, optimal, healthcare",1
5999,"voluntary, contributions, fixed, annual, doubled, requested, insufficient, board, entity, generous",1
6002,"karimov, uzbekistan, islam, karim, repeatedly, underscored, 1993, painful, refer, visit",1
6004,"financing, mobilization, training, effect, sources, additional, adaptation, developing, countries, provide",1
6007,"scandal, scandals, etireno, impoverishes, tarnished, affair, deceive, sharply, damaged, persists",1
6010,"displaced, refugees, veterans, persons, internally, subsistence, figure, shelter, villages, generated",1
6011,"adoption, negotiation, preceding, negotiations, autonomous, stages, intense, protracted, led, leading",1
6015,"footsteps, tuesday, enthusiastically, path, follows, suggest, deeper, perfect, embark, reminded",1
6016,"natural, customary, refer, thirdly, linked, emphasize, everything, say, closely, greatest",1
6017,"vote, overwhelming, serving, declared, cases, acts, council, met, founding, failure",1
6018,"assessments, assessment, peacekeeping, scales, methodology, concentrating, revision, scale, costly, capability",1
6023,"intervene, intervention, authorize, procedures, rapid, found, community, situations, affairs, needed",1
6024,"lindh, anna, swedish, slain, sweden, mourn, minister, assassination, fell, passing",1
6027,"freedomî, preceding, delivers, millennium, 59, achievable, dawn, attainment, mankind, third",1
6028,"namibia, minister, theo, amina, daughter, mohamed, foreign, affairs, tenure, sterling",1
