Country,Session,Year,Sentence,Country Name,Topic,Topic Name
AUS,73,2018,"We have collectively agreed that the use of chemical weapons anytime, anywhere and under any circumstances is unjustifiable and unacceptable",Australia,2,Chemical Weapons
AUS,73,2018,"As Member States, we must defend our long- standing prohibition on the use of chemical weapons and be prepared to abide by our collective right and resolve to investigate allegations and to verify compliance with that prohibition",Australia,2,Chemical Weapons
AUS,73,2018,Australia joins those calling for Syria to cease the use of chemicals as weapons,Australia,2,Chemical Weapons
AUS,73,2018,Australia also continues to urge Russia and all nations to reinforce the prohibition on the use of chemical weapons anywhere,Australia,2,Chemical Weapons
SLE,73,2018,Sierra Leone is starting to adopt renewable energy,Sierra Leone,11,Climate Change and Renewable Energy
SLE,73,2018,"My country is endowed with sufficient renewable energy resources in solar irradiation, coastal and offshore wind and mini-hydro and bioenergy",Sierra Leone,11,Climate Change and Renewable Energy
SLE,73,2018,"My Government’s target of 60 per cent renewable energy capacity by 2030 is practicable, especially in terms of generating growth in rural areas",Sierra Leone,11,Climate Change and Renewable Energy
SLE,73,2018,We are determined  to make Sierra Leone the renewable energy hub of the Economic Community of West African States region,Sierra Leone,11,Climate Change and Renewable Energy
KHM,73,2018,"In some outside circles, however, where an ambition to interfere in the domestic affairs of Cambodia has been nourished, questions about the quality and integrity of our election process have been raised in statements that attack the outcome of the election",Cambodia,20,Election Interference
KHM,73,2018,Stability and diversification in the financial sector need to be further encouraged to promote innovation and development,Cambodia,13,Financial Technology
KHM,73,2018,"Currently, the battles against terrorism have become even more complex and sophisticated, since terrorists are turning to cyberspace to launch their malevolent operations",Cambodia,19,Cyberattacks and Offensive Cyber
KHM,73,2018,"Addressing climate change is another key element for the success of the 2030 Agenda for Sustainable Development, which requires the urgent and focused attention of the global community",Cambodia,11,Climate Change and Renewable Energy
KHM,73,2018,The fundamentals for action on climate change are undoubtedly contained in the Paris Agreement on Climate Change,Cambodia,11,Climate Change and Renewable Energy
KOR,73,2018,Responding to climate change and transitioning to a low-carbon economy are challenges and tasks facing our generation,"Korea, Republic of",11,Climate Change and Renewable Energy
KOR,73,2018,"We will faithfully implement the goal of reducing greenhouse gas emissions by 2030, in compliance with the Paris Agreement, and assist developing countries in their pursuit of sustainable development by supporting them with climate-change responses","Korea, Republic of",11,Climate Change and Renewable Energy
SGP,73,2018,The negative impacts will ripple through the global supply chain and will undermine growth and prosperity in all countries,Singapore,5,Supply Chains
SGP,73,2018,"To reap the full benefits of the digital revolution, we must develop a trusted, open and inclusive cyberspace underpinned by international law and well-defined norms of responsible State behaviour",Singapore,19,Cyberattacks and Offensive Cyber
SGP,73,2018,"That was a deliberate, targeted and sophisticated cyberattack",Singapore,19,Cyberattacks and Offensive Cyber
SGP,73,2018,"To that end, we support the reconvening of the Group of Governmental Experts (GGE) on Developments in the Field of Information and Telecommunications in the Context of International Security and the continuation of its work in developing the norms for States’ behaviour in cyberspace",Singapore,21,Cyber Espionage
CIV,73,2018,We have also adopted important security measures in the fight against the global threats that face all countries in the region,Côte d'Ivoire,10,Energy Security
KNA,73,2018,All those gains could be erased by the phenomenon of climate change,Saint Kitts and Nevis,11,Climate Change and Renewable Energy
KNA,73,2018,Our people see the impact of climate change on their lives and livelihoods,Saint Kitts and Nevis,11,Climate Change and Renewable Energy
VUT,73,2018,"Summer heatwaves, huge forest fires, extreme drought and the increasing frequency and scale of weather events have brought the debate on global warming to an indisputable level of importance",Vanuatu,11,Climate Change and Renewable Energy
VUT,73,2018,"If the level of greenhouse-gas emissions continues to rise relentlessly, we will witness an escalation of the costs associated with the effects of climate change, costs that vulnerable countries such as Vanuatu cannot afford",Vanuatu,11,Climate Change and Renewable Energy
VUT,73,2018,"Climate change threatens the sustainability of the environment, sustainable development and people’s inalienable  rights,  both now and in the future",Vanuatu,11,Climate Change and Renewable Energy
VUT,73,2018,We therefore call on Member States to join us in ratifying the Treaty on the Prohibition of Nuclear Weapons,Vanuatu,0,Nuclear Weapons
GEO,73,2018,Our ambitious education reforms and modernization of the education system will be yet another breakthrough on the  path to overcoming the challenges that we face today,Georgia,15,Technology in Education
SLV,73,2018,"If we are to tackle that situation, it is crucial to ensure that the United Nations Framework Convention on Climate Change continues to be implemented and the current Green Climate Fund crisis is resolved",El Salvador,11,Climate Change and Renewable Energy
TUV,73,2018,Now we have nuclear weapons that are much more powerful than those dropped on Hiroshima and Nagasaki,Tuvalu,0,Nuclear Weapons
TUV,73,2018,Numerous nuclear tests in our Pacific region have caused unimaginable damage to the environment and the health of our people,Tuvalu,0,Nuclear Weapons
TUV,73,2018,Some of our islands continue to cope with the effects of nuclear radiation decades after those tests,Tuvalu,0,Nuclear Weapons
TUV,73,2018,"In that spirit, two days ago, Tuvalu signed the Comprehensive Nuclear-Test-Ban Treaty, which provides the international community with an opportunity to ban such weapons",Tuvalu,0,Nuclear Weapons
TUV,73,2018,We in Tuvalu are fully committed to shifting to 100 per cent renewable energy by 2020 despite our negligible greenhouse-gas emissions,Tuvalu,11,Climate Change and Renewable Energy
TUV,73,2018,We believe that the nexus between climate change and security is fundamental,Tuvalu,10,Energy Security
KAZ,73,2018,"We call upon all other countries to follow our example, as nuclear weapons do not ensure either real power or true protection",Kazakhstan,0,Nuclear Weapons
KAZ,73,2018,The early entry into force of the Comprehensive Nuclear-Test- Ban Treaty remains a key goal for us,Kazakhstan,0,Nuclear Weapons
