Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Djibouti,DJI,65.2,63.2,61,59.1,57.3,55.4,53.7,51.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Dominica,DMA,27.1,28,28.8,29.6,30.3,31.1,31.7,32.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Dominican Republic,DOM,35.1,35.1,35,34.8,34.4,33.9,33.2,32.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ecuador,ECU,15.3,14.8,14.4,13.9,13.5,13,12.6,12.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Egypt, Arab Rep.",EGY,23.2,22.4,21.6,20.9,20.1,19.4,18.7,18.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,El Salvador,SLV,15.3,14.7,14.2,13.7,13.2,12.7,12.3,11.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Equatorial Guinea,GNQ,93.5,90.3,87.4,84.3,81.4,78.6,76,73.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Eritrea,ERI,46.4,44.9,43.4,41.9,40.6,39.3,38,36.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Estonia,EST,3.1,2.9,2.7,2.5,2.3,2.1,2,1.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ethiopia,ETH,63.1,59.9,56.9,54.3,52.1,49.9,48,46.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Fiji,FJI,21.3,22,22.9,24.2,25.5,26.8,27.7,28.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Finland,FIN,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,France,FRA,4.2,4.2,4.2,4.3,4.2,4.2,4.1,4.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,French Polynesia,PYF,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Gabon,GAB,50.6,48.6,46.8,45.2,43.3,41.1,39.9,38.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Gambia, The",GMB,59.5,57.1,54.8,52.7,50.7,48.9,47.2,45.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Georgia,GEO,10.5,10.2,10,9.8,9.7,9.6,9.5,9.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Germany,DEU,3.9,3.9,3.9,3.8,3.7,3.7,3.6,3.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ghana,GHA,55.3,53,50.9,48.9,47.1,45.3,43.8,42.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Gibraltar,GIB,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Greece,GRC,4.3,4.3,4.2,4.2,4.1,4.1,4,3.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Greenland,GRL,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Grenada,GRD,15,15.1,15.3,15.5,15.7,15.9,16,16,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guam,GUM,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guatemala,GTM,28.4,27.3,26.4,25.4,24.6,23.7,22.9,22.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guinea,GIN,112.4,109.9,108,105.9,103.7,101.2,98.7,96,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guinea-Bissau,GNB,92.1,88.7,85.7,82.7,79.8,77,74.5,71.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guyana,GUY,33.1,32.1,31.1,30.2,29.2,28.3,27.5,26.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Haiti,HTI,69.7,67.8,65.9,64.1,62.2,60.2,58.2,56.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Honduras,HND,20.5,19.7,19,18.4,17.7,17.1,16.6,16,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Hungary,HUN,5,4.7,4.5,4.3,4.1,4,4,4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Iceland,ISL,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,India,IND,43.6,41.1,38.7,36.4,34.3,32.4,30.6,29.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Indonesia,IDN,27.5,26.4,25.4,24.5,23.6,22.8,22,21.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Iran, Islamic Rep.",IRN,15.5,14.9,14.3,13.9,13.4,12.9,12.4,12,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Iraq,IRQ,29.5,28.6,27.7,26.8,25.9,25.1,24.3,23.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ireland,IRL,3.7,3.6,3.5,3.4,3.3,3.3,3.2,3.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Israel,ISR,3.9,3.8,3.7,3.7,3.6,3.5,3.4,3.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Italy,ITA,3.5,3.4,3.3,3.2,3,2.9,2.8,2.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Jamaica,JAM,18.7,18.6,18.7,18.7,18.8,18.9,18.9,18.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Japan,JPN,2.8,2.7,2.6,2.5,2.5,2.4,2.3,2.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Jordan,JOR,17.5,17,16.5,16,15.5,15.1,14.6,14.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kazakhstan,KAZ,11.9,11,10.6,10.3,10.2,10.1,10,9.7,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kenya,KEN,47.5,46.3,45.4,44.3,43.4,43,41.9,41.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kiribati,KIR,59,59.6,60,60.1,59.7,58.8,57.7,56.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Korea, Dem. People's Rep.",PRK,21.1,20.4,19,18.3,17.3,16.5,15.8,17,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Korea, Rep.",KOR,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kosovo,XKX,14.3,13.4,12.6,11.9,11.2,10.5,10,9.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kuwait,KWT,9.1,9,8.9,8.8,8.8,8.8,8.7,8.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kyrgyz Republic,KGZ,22.2,21,19.9,19,18.3,17.8,17.5,17.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lao PDR,LAO,53.1,50.8,48.7,46.8,45,43.3,41.8,40.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latvia,LVA,5.1,4.7,4.4,4.2,4,3.7,3.5,3.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lebanon,LBN,12.7,13,13.4,14,14.7,15.5,16.4,17.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lesotho,LSO,82.1,77.8,76,77.2,78.1,76.6,73.9,72.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Liberia,LBR,88.1,86,84.3,82.3,80,77.7,75.5,73.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Libya,LBY,13.3,12.8,12.3,11.9,11.5,11.1,10.7,10.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lithuania,LTU,4.9,4.7,4.3,4,3.7,3.6,3.5,3.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Luxembourg,LUX,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,North Macedonia,MKD,11.2,10.6,9.5,8.2,7,6,5.2,4.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Madagascar,MDG,65.8,65.7,65.7,65.8,66.1,66.3,66.3,65.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malawi,MWI,56.4,53.2,50.4,47.6,45.4,43.2,41.4,40.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malaysia,MYS,8.1,8.2,8.2,8.1,8,8,7.9,7.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Maldives,MDV,9.8,9,8.3,7.6,7,6.4,6,5.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mali,MLI,115.3,112,108.9,105.8,102.7,99.7,96.7,93.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malta,MLT,6.6,6.5,6.4,6.2,6.1,6,5.8,5.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Marshall Islands,MHL,35.5,34.5,33.7,32.7,31.7,30.7,29.6,28.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mauritania,MRT,49,47.5,46.1,44.6,43.2,41.8,40.5,39.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mauritius,MUS,14.6,14.7,15,15.4,15.8,15.8,15.5,15,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mexico,MEX,16.2,15.7,15.2,14.7,14.2,13.7,13.3,12.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Micronesia, Fed. Sts.",FSM,30.3,29.5,28.6,27.6,26.7,25.8,25,24.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Moldova,MDA,15.6,15.4,15.1,14.9,14.7,14.5,14.3,14.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Monaco,MCO,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mongolia,MNG,19.5,18.5,17.5,16.5,15.6,14.7,14,13.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Montenegro,MNE,4.1,3.8,3.6,3.4,3.2,3,2.9,2.7,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Morocco,MAR,23.5,22.3,21.2,20.3,19.4,18.6,17.9,17.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mozambique,MOZ,82.8,79.4,77,74.8,72,70.1,68.1,66.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Myanmar,MMR,51.3,49.4,47.7,46,44.5,42.9,41.5,40.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Namibia,NAM,46,45.3,44,43.1,41.5,40,38.9,37.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nauru,NRU,33.1,32.2,31.2,30.1,29.2,28.3,27.3,26.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nepal,NPL,38,36.2,34.5,32.8,31.3,29.8,28.5,27.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Netherlands,NLD,4.1,4.1,4,4,4,4,4,3.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,New Zealand,NZL,5.5,5.3,5.2,5.1,4.9,4.8,4.7,4.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nicaragua,NIC,19.3,18.6,18,17.4,16.8,16.3,15.7,15.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Niger,NER,126.5,125.5,124.3,123.2,122.2,121,119.3,117.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nigeria,NGA,126.2,124.5,122.4,119.9,116.9,113.9,110.6,107.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Norway,NOR,2.7,2.6,2.5,2.5,2.4,2.3,2.2,2.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Oman,OMN,11.2,11.1,11,10.9,10.8,10.7,10.6,10.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Pakistan,PAK,76.1,73.8,71.6,69.4,67.3,65.1,63,61,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Palau,PLW,21.2,21.9,22.6,23,23.2,23,22.8,22.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Panama,PAN,17.2,17.1,16.9,16.5,15.8,15,14.1,13.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Papua New Guinea,PNG,51.5,50,48.5,47.1,45.6,44.2,42.9,41.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Paraguay,PRY,22.1,21.5,20.8,20.1,19.4,18.7,18.1,17.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Peru,PER,17,16.7,16.5,16.2,16,15.7,15.4,15.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Philippines,PHL,27.9,27.9,27.9,28,28,28,27.9,27.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Poland,POL,4.9,4.8,4.6,4.5,4.4,4.4,4.4,4.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Portugal,PRT,3.6,3.6,3.6,3.5,3.5,3.4,3.2,3.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Qatar,QAT,7.7,7.4,7,6.6,6.2,5.9,5.5,5.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Romania,ROU,9.2,8.5,7.9,7.3,6.8,6.5,6.5,6.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Russian Federation,RUS,8.3,7.5,6.9,6.3,5.8,5.4,5.1,4.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Rwanda,RWA,47.7,46.1,44.7,43.4,42,40.5,39.2,38,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Samoa,WSM,18.5,18.4,18.1,17.8,20.3,17.1,16.6,16.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,San Marino,SMR,2,1.9,1.8,1.7,1.6,1.6,1.5,1.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sao Tome and Principe,STP,23.1,21.1,19.4,18,16.9,15.9,15.1,14.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Saudi Arabia,SAU,9.1,8.6,8.1,7.7,7.3,7,6.7,6.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Senegal,SEN,50.9,48.3,45.9,43.7,41.8,40,38.4,37,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Serbia,SRB,6.3,6.1,5.9,5.8,5.7,5.5,5.3,5.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Seychelles,SYC,14.6,14.6,14.7,14.8,14.8,14.8,14.7,14.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sierra Leone,SLE,140.5,125.7,121,116.6,112.2,108.2,104.4,100.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Singapore,SGP,2.7,2.7,2.6,2.5,2.4,2.3,2.2,2.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovak Republic,SVK,6.2,6.1,6,6,5.9,5.9,5.9,5.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovenia,SVN,2.6,2.6,2.5,2.4,2.4,2.4,2.4,2.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Solomon Islands,SLB,22.8,22.2,21.5,20.8,20.1,19.5,18.9,18.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Somalia,SOM,132.6,128.5,124.2,120.2,116.5,112.9,109.4,106.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Africa,ZAF,37.8,37.2,36.6,36.1,35.6,35.3,34.7,34.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Sudan,SSD,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Spain,ESP,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sri Lanka,LKA,8.8,8.3,7.9,7.6,7.3,7,6.7,6.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Kitts and Nevis,KNA,18.2,18,17.6,17.2,16.8,16.4,15.9,15.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Lucia,LCA,17.8,17.7,17.7,17.6,17.6,17.5,17.4,17.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Vincent and the Grenadines,VCT,16.5,15.5,14.6,13.7,12.8,12.1,11.4,10.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sudan,SDN,64.7,62.7,60.8,59,57.1,55.3,53.4,51.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Suriname,SUR,20.5,20,19.4,18.8,18.3,17.7,17.2,16.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Eswatini,SWZ,63.5,60.6,62.1,58.4,55.6,55,51.6,50,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sweden,SWE,2.9,2.8,2.8,2.7,2.6,2.6,2.5,2.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Switzerland,CHE,4.3,4.2,4.1,4.1,4,4,4,4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Syrian Arab Republic,SYR,43.9,34.7,37.4,40.5,27,22.7,21.6,21.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tajikistan,TJK,37.6,36.6,35.6,34.5,33.5,32.4,31.4,30.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tanzania,TZA,54.7,52.4,50.2,47.9,46,44.2,42.1,40.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Thailand,THA,10.3,10,9.6,9.3,9,8.7,8.4,8.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Timor-Leste,TLS,61.6,59.6,57.7,55.9,53.9,52.1,50.3,48.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Togo,TGO,75.8,73.4,71,68.8,66.5,64.4,62.4,60.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tonga,TON,12.4,12.3,12.2,12,11.8,11.5,11.2,10.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Trinidad and Tobago,TTO,19.3,18.7,18.1,17.6,17,16.5,15.9,15.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tunisia,TUN,17.6,17.1,16.3,15.4,14.4,13.3,12.3,11.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkiye,TUR,13.3,12.7,12,11.5,11,10.5,10.1,9.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkmenistan,TKM,42.5,42.9,43.2,43.2,42.8,42.2,41.4,40.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turks and Caicos Islands,TCA,6.9,6.8,6.7,6.6,6.4,6.3,6.1,5.9,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tuvalu,TUV,25.9,25.1,24.2,23.3,22.5,21.7,21,20.4,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uganda,UGA,55.8,52.6,50,47.7,45.5,43.6,42,40.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ukraine,UKR,9.4,9.2,8.9,8.7,8.5,8.4,8.2,8.5,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Arab Emirates,ARE,7.6,7.3,7,6.7,6.3,5.9,5.6,5.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Kingdom,GBR,4.5,4.4,4.4,4.4,4.3,4.3,4.2,4.1,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United States,USA,6.8,6.7,6.6,6.5,6.5,6.4,6.3,6.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uruguay,URY,8.9,8.5,8,7.7,7.3,7,6.8,6.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uzbekistan,UZB,19.9,18.5,17.3,16.4,15.5,14.7,14,13.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Vanuatu,VUT,21,20.8,20.4,20,19.7,19.2,18.7,18.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Venezuela, RB",VEN,19.1,24.2,24.2,24.2,24.2,24.2,24.2,24.2,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Viet Nam,VNM,21.9,21.7,21.5,21.3,21.1,20.9,20.6,20.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,West Bank and Gaza,PSE,18.4,17.7,17.1,16.5,15.9,15.3,14.8,14.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Yemen, Rep.",YEM,49.3,47.9,46.8,47.2,46.2,43.5,44.6,41.3,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zambia,ZMB,68,65.1,63.8,64,62.3,59.3,57.2,55.6,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zimbabwe,ZWE,60.2,57.5,55.8,53.4,52.4,51.4,49.1,47.7,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Afghanistan,AFG,..,..,..,19.1,..,..,..,18.4,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Albania,ALB,..,..,1.5,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Algeria,DZA,..,..,..,..,2.7,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Angola,AGO,19,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Argentina,ARG,..,..,..,2,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Armenia,ARM,..,2.6,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bangladesh,BGD,28.9,..,..,21.9,22.6,..,..,22.3,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..
